LTKBID,compound,node_id,node_type,generation,precursor_smiles,mechanism,enzyme,state_window,smiles,formal_charge,reactive_alert_count,reactive_alerts,selection_score,replaces_node_id,replaces_smiles,retention_ratio
LT01266,Dexlansoprazole,LT01266__CFR0061,metabolite,1,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,O-Dealkylation,"CYP1A2
CYP2A6
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",metabolite,Cc1c(O)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,0,0,,1.0,LT01266__R3M0,O=CC(F)(F)F,0.8
LT01342,Estramustine phosphate sodium,LT01342__CFR0062,metabolite,1,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,N-Dechloroethylation,"CYP2B6
CYP3A4",metabolite,C[C@]12CC[C@@H]3c4ccc(OC(=O)NCCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,0,0,,0.0,LT01342__R3M0,O=CCCl,0.896551724137931
LT01517,Melphalan,LT01517__CFR0063,metabolite,1,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,N-Dealkylation of mixed tertiary amine,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",metabolite,N[C@@H](Cc1ccc(NCCCl)cc1)C(=O)O,0,0,,1.0,LT01517__R3M1,O=CCCl,0.8421052631578947
LT01527,Mesoridazine besylate,LT01527__CFR0064,metabolite,1,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,N-Dealkylation of mixed tertiary amine,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",metabolite,C[S+]([O-])c1ccc2c(c1)Nc1ccccc1S2,0,0,,1.0,LT01527__R3M0,CN1CCCCC1CC=O,0.6538461538461539
LT01553,Mexiletine hydrochloride,LT01553__CFR0065,metabolite,1,Cc1cccc(C)c1OCC(C)N,O-Dealkylation,"CYP1A2
CYP2A6
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",metabolite,Cc1cccc(C)c1O,0,0,,1.0,LT01553__R3M1,CC(N)C=O,0.6923076923076923
LT01565,Mitoxantrone hydrochloride,LT01565__CFR0066,metabolite,1,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,N-Dealkylation of secondary arylalkylamine,"CYP1A2
CYP2C19
CYP2D6
CYP2E1
CYP3A4",metabolite,Nc1ccc(NCCNCCO)c2c1C(=O)c1c(O)ccc(O)c1C2=O,0,0,,1.0,LT01565__R3M1,O=CCNCCO,0.8125
LT01574,Moxisylyte,LT01574__CFR0067,metabolite,1,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,O-Dealkylation,"CYP1A2
CYP2A6
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",metabolite,CC(=O)Oc1cc(C(C)C)c(O)cc1C,0,0,,1.0,LT01574__R3M0,CN(C)CC=O,0.75
LT01586,Nalbuphine hydrochloride,LT01586__CFR0068,metabolite,1,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,N-Dealkylation of alicyclic tertiary amine,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",metabolite,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)NCC[C@]314,0,0,,1.0,LT01586__R3M0,O=CC1CCC1,0.8076923076923077
LT01588,Nalmefene hydrochloride,LT01588__CFR0069,metabolite,1,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,N-Dealkylation of alicyclic tertiary amine,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",metabolite,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3)[C@H]1O5,0,0,,1.0,LT01588__R3M0,O=CC1CC1,0.84
LT01650,Pentazocine lactate,LT01650__CFR0070,metabolite,1,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,N-Dealkylation of alicyclic tertiary amine,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",metabolite,CC1C2Cc3ccc(O)cc3C1(C)CCN2,0,0,,1.0,LT01650__R3M0,CC(C)=CC=O,0.7619047619047619
LT01652,Pentoxifylline,LT01652__CFR0071,metabolite,1,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,N-Dealkylation of urea,"CYP1A2
CYP2D6",metabolite,CC(=O)CCCCn1c(=O)[nH]c2ncn(C)c2c1=O,0,0,,1.0,LT01652__R3M0,CC(=O)CCCC=O,0.95
LT01652,Pentoxifylline,LT01652__CFR0072,metabolite,2,CC(=O)CC(O)CCn1c(=O)c2c(ncn2C)n(C)c1=O,N-Dealkylation of urea,"CYP1A2
CYP2D6",metabolite,CC(=O)CC(O)CCn1c(=O)[nH]c2ncn(C)c2c1=O,0,0,,1.0,LT01652__R3M2,CC(=O)CC(O)CC=O,0.9523809523809523
LT01655,Perphenazine,LT01655__CFR0073,metabolite,1,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,N-Dealkylation of alicyclic tertiary amine,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",metabolite,Clc1ccc2c(c1)N(CCCN1CCNCC1)c1ccccc1S2,0,0,,1.0,LT01655__R3M1,O=CCO,0.8888888888888888
LT01675,Piperacillin sodium,LT01675__CFR0074,metabolite,1,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,N-Dealkylation of tertiary carboxamide,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",metabolite,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC(=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0,0,,1.0,LT01675__R3M1,CC=O,0.9444444444444444
LT01749,Selegiline hydrochloride,LT01749__CFR0075,metabolite,1,C#CCN(C)[C@H](C)Cc1ccccc1,N-Dealkylation of acyclic tertiary amine,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",metabolite,C#CCN[C@H](C)Cc1ccccc1,0,0,,1.0,LT01749__R3M1,C#CC=O,0.9285714285714286
LT01793,Amisulpride,LT01793__CFR0076,metabolite,1,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,N-Dealkylation of alicyclic tertiary amine,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",metabolite,CCS(=O)(=O)c1cc(C(=O)NCC2CCCN2)c(OC)cc1N,0,0,,1.0,LT01793__R3M1,CC=O,0.92
LT01844,Trimipramine maleate,LT01844__CFR0077,metabolite,1,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,N-Dealkylation of mixed tertiary amine,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",metabolite,c1ccc2c(c1)CCc1ccccc1N2,0,0,,1.0,LT01844__R3M0,CC(C=O)CN(C)C,0.6818181818181818
LT02026,Hydroxychloroquine sulfate,LT02026__CFR0078,metabolite,1,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,N-Dealkylation of acyclic tertiary amine,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",metabolite,CC(CCCNCCO)Nc1ccnc2cc(Cl)ccc12,0,0,,1.0,LT02026__R3M1,CC=O,0.9130434782608695
LT02033,Ximelagatran,LT02033__CFR0079,metabolite,1,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N\O)cc1)C1CCCCC1,N-Dealkylation of acyclic secondary amine,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",metabolite,N/C(=N/O)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](N)C2CCCCC2)cc1,0,0,,1.0,LT02033__R3M1,CCOC(=O)C=O,0.8235294117647058
LT02082,Phenoxybenzamine hydrochloride,LT02082__CFR0080,metabolite,1,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,N-Dealkylation of acyclic tertiary amine,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",metabolite,CC(COc1ccccc1)NCc1ccccc1,0,0,,1.0,LT02082__R3M0,O=Cc1ccccc1,0.8571428571428571
LT02204,Lapatinib ditosylate,LT02204__CFR0081,metabolite,1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,O-Dealkylation,"CYP1A2
CYP2A6
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",metabolite,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(O)c(Cl)c4)c3c2)o1,0,0,,1.0,LT02204__R3M0,O=Cc1cccc(F)c1,0.8
LT02427,Haloperidol decanoate,LT02427__CFR0082,metabolite,1,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,N-Dealkylation of alicyclic tertiary amine,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",metabolite,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCNCC1,0,0,,1.0,LT02427__R3M1,O=CCCC(=O)c1ccc(F)cc1,0.6756756756756757
LT02436,Crizotinib,LT02436__CFR0083,metabolite,1,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,O-Dealkylation,"CYP1A2
CYP2A6
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",metabolite,Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1O,0,0,,1.0,LT02436__R3M1,CC(=O)c1c(Cl)ccc(F)c1Cl,0.6333333333333333
LT00832,Benzphetamine hydrochloride,LT00832__CFR0084,metabolite,1,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,N-Dealkylation of acyclic tertiary amine,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",metabolite,C[C@@H](Cc1ccccc1)NCc1ccccc1,0,0,,1.0,LT00832__R3M1,O=Cc1ccccc1,0.9444444444444444
LT01044,Gadoversetamide,LT01044__CFR0085,metabolite,1,COCCNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NCCOC)CC(=O)O)CC(=O)O,N-Dealkylation of acyclic tertiary amine,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",metabolite,COCCNC(=O)CNCCN(CCN(CC(=O)O)CC(=O)NCCOC)CC(=O)O,0,0,,1.0,LT01044__R3M0,COCCNC(=O)C=O,0.8857142857142857
LT01127,Gadobenate dimeglumine,LT01127__CFR0086,metabolite,1,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)C(COCc1ccccc1)C(=O)O,O-Dealkylation of dialkylether,"CYP1A2
CYP2C9
CYP2C19
CYP2D6
CYP3A4",metabolite,O=CC(C(=O)O)N(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O,0,1,aldehyde,4.0,LT01127__R3M0,O=Cc1ccccc1,0.8055555555555556
LT01306,Interferon alfa-2b,LT01306__CFR0087,metabolite,1,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,N-Dealkylation of urea,"CYP1A2
CYP2D6",metabolite,O=C(NCCOc1c(Cl)cc(Cl)cc1Cl)n1ccnc1,0,0,,1.0,LT01306__R3M1,CCC=O,0.8695652173913043
LT01861,Viloxazine hydrochloride,LT01861__CFR0088,metabolite,1,CCOc1ccccc1OCC1CNCCO1,O-Dealkylation,"CYP1A2
CYP2A6
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",metabolite,Oc1ccccc1OCC1CNCCO1,0,0,,1.0,LT01861__R3M1,CC=O,0.8823529411764706
LT02110,Mepazine,LT02110__CFR0089,metabolite,1,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,N-Dealkylation of mixed tertiary amine,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",metabolite,c1ccc2c(c1)Nc1ccccc1S2,0,0,,1.0,LT02110__R3M0,CN1CCCC(C=O)C1,0.6363636363636364
LT02440,Avanafil,LT02440__CFR0090,metabolite,1,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,N-Dealkylation of secondary arylalkylamine,"CYP1A2
CYP2C19
CYP2D6
CYP2E1
CYP3A4",metabolite,Nc1nc(N2CCC[C@H]2CO)ncc1C(=O)NCc1ncccn1,0,0,,1.0,LT02440__R3M0,COc1ccc(C=O)cc1Cl,0.7058823529411765
LT02516,Cangrelor,LT02516__CFR0091,metabolite,1,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,N-Dealkylation of secondary arylalkylamine,"CYP1A2
CYP2C19
CYP2D6
CYP2E1
CYP3A4",metabolite,Nc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,0,0,,1.0,LT02516__R3M0,CSCC=O,0.9090909090909091
LT02876,Gadoterate meglumine,LT02876__CFR0092,metabolite,1,O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,N-Dealkylation of alicyclic tertiary amine,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",metabolite,O=C(O)CN1CCNCCN(CC(=O)O)CCN(CC(=O)O)CC1,0,0,,1.0,LT02876__R3M0,O=CC(=O)O,0.8571428571428571
LT03197,Prucalopride succinate,LT03197__CFR0093,metabolite,1,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,N-Dealkylation of alicyclic tertiary amine,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",metabolite,Nc1c(Cl)cc(C(=O)NC2CCNCC2)c2c1CCO2,0,0,,1.0,LT03197__R3M0,COCCC=O,0.8
LT03717,Naloxegol oxalate,LT03717__CFR0094,metabolite,1,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5,N-Dealkylation of alicyclic tertiary amine,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",metabolite,COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3)[C@H]1O5,0,0,,1.0,LT03717__R3M0,C=CC=O,0.9347826086956522
LT03735,Pexidartinib hydrochloride,LT03735__CFR0095,metabolite,1,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,N-Dealkylation of secondary arylalkylamine,"CYP1A2
CYP2C19
CYP2D6
CYP2E1
CYP3A4",metabolite,Nc1ccc(Cc2c[nH]c3ncc(Cl)cc23)cn1,0,0,,1.0,LT03735__R3M0,O=Cc1ccc(C(F)(F)F)nc1,0.6206896551724138
LT03736,Pimavanserin tartrate,LT03736__CFR0096,metabolite,1,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,O-Dealkylation,"CYP1A2
CYP2A6
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",metabolite,CN1CCC(N(Cc2ccc(F)cc2)C(=O)NCc2ccc(O)cc2)CC1,0,0,,1.0,LT03736__R3M1,CC(C)C=O,0.8709677419354839
LT03752,Safinamide mesylate,LT03752__CFR0097,metabolite,1,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,O-Dealkylation,"CYP1A2
CYP2A6
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",metabolite,C[C@H](NCc1ccc(O)cc1)C(N)=O,0,0,,1.0,LT03752__R3M0,O=Cc1cccc(F)c1,0.6363636363636364
LT03780,Ubrogepant,LT03780__CFR0098,metabolite,1,C[C@@H]1[C@H](c2ccccc2)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,N-Dealkylation of tertiary carboxamide,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",metabolite,C[C@H]1NC(=O)[C@@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C[C@H]1c1ccccc1,0,0,,1.0,LT03780__R3M1,O=CC(F)(F)F,0.875
LT03868,Brilliant blue g,LT03868__CFR0099,metabolite,1,CCOc1ccc(Nc2ccc(C(=C3C=CC(=[N+](CC)Cc4cccc(S(=O)(=O)[O-])c4)C=C3C)c3ccc(N(CC)Cc4cccc(S(=O)(=O)O)c4)cc3C)cc2)cc1,N-Dealkylation of mixed tertiary amine,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",metabolite,CCOc1ccc(Nc2ccc(C(=C3C=CC(=[N+](CC)Cc4cccc(S(=O)(=O)[O-])c4)C=C3C)c3ccc(NCc4cccc(S(=O)(=O)O)c4)cc3C)cc2)cc1,0,0,,1.0,LT03868__R3M1,O=Cc1cccc(S(=O)(=O)O)c1,0.9661016949152542
LT03910,Gallium ga-68 gozetotide,LT03910__CFR0100,metabolite,1,O=C(O)CCc1ccc(O)c(CN(CCN(CC(=O)O)Cc2cc(CCC(=O)NCCCCCC(=O)NCCCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)ccc2O)CC(=O)O)c1,N-Dealkylation of acyclic tertiary amine,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",metabolite,O=C(O)CCc1ccc(O)c(CNCCN(CC(=O)O)Cc2cc(CCC(=O)NCCCCCC(=O)NCCCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)ccc2O)c1,0,0,,1.0,LT03910__R3M0,O=Cc1cc(CCC(=O)O)ccc1O,0.9402985074626866
LT03911,Ioflupane i-123,LT03911__CFR0101,metabolite,1,COC(=O)[C@H]1[C@@H](c2ccc([123I])cc2)C[C@@H]2CC[C@H]1N2CCCF,N-Dealkylation of alicyclic tertiary amine,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",metabolite,COC(=O)[C@H]1[C@@H](c2ccc([123I])cc2)C[C@@H]2CC[C@H]1N2,0,0,,1.0,LT03911__R3M1,O=CCCF,0.8260869565217391
