LTKBID,compound,node_id,node_type,generation,precursor_smiles,mechanism,enzyme,state_window,smiles,formal_charge,reactive_alert_count,reactive_alerts,selection_score,status,error,total_energy_Eh,gsolv_Eh,homo_lumo_gap_eV,polarizability_au,vip_eV,vea_eV,vomega_eV,fukui_plus_max,fukui_plus_min,fukui_plus_absmax,fukui_minus_max,fukui_minus_min,fukui_minus_absmax,fukui_rad_max,fukui_rad_min,fukui_rad_absmax,chem_potential_eV,hardness_eV,fundamental_gap_eV,electrophilicity_eV,local_electrophilicity_proxy_eV,property_returncodes,homo_eV,lumo_eV,dipole_au,charge_min,charge_max,charge_absmax,charge_std
LT01230,Armodafinil,LT01230__R3P0,parent_microstate,0,,microstate,,canonical,NC(=O)C[S@@+]([O-])C(c1ccccc1)c1ccccc1,0,0,,0.0,ok,,-54.032863759204,-0.033922713432,4.006396089317,200.245698,6.2809,1.3335,,0.191,-0.028,0.191,0.219,-0.029,0.219,0.205,-0.028,0.205,-3.8072,2.4737,4.9474,2.92977560738974,0.5595871410114402,0;0,-10.7053,-6.5779,1.8538434301193183,-0.58740421,0.45650423,0.58740421,0.1872895262401214
LT01230,Armodafinil,LT01230__R3P1,parent_microstate,0,,microstate,,acidic_organelle,NC(=O)C[S@@+](O)C(c1ccccc1)c1ccccc1,1,0,,0.0,ok,,-54.230327408021,-0.097547992072,4.185365284156,199.140295,6.6902,1.5772,,0.289,-0.037,0.289,0.082,-0.014,0.082,0.186,-0.025,0.186,-4.1337,2.5565,5.113,3.341966690788188,0.9658283736377862,0;0,-11.0109,-6.8255,4.0546923579816845,-0.50774741,0.65132526,0.65132526,0.2042231656809068
LT01865,Artesunate,LT01865__R3P0,parent_microstate,0,,microstate,,canonical,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,0,0,,0.0,ok,,-87.536513476553,-0.034332216528,4.016358948127,236.912918,6.6007,1.0978,,0.16,-0.021,0.16,0.067,-0.013,0.067,0.089,-0.011,0.089,-3.84925,2.75145,5.5029,2.692530404423122,0.4308048647076996,0;0,-11.0446,-6.8711,2.4357267987836804,-0.48960659,0.4231745,0.48960659,0.1904762046428059
LT01865,Artesunate,LT01865__R3P1,parent_microstate,0,,microstate,,acidic_organelle,C[C@H]1[C@H](OC(=O)CCC(=O)[O-])O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,-1,0,,0.0,ok,,-87.34385443212,-0.132852762833,2.931615334761,237.841876,6.2375,-0.2184,,0.174,-0.02,0.174,0.11,-0.017,0.11,0.119,-0.013,0.119,-3.00955,3.22795,6.4559,1.4029633672299755,0.2441156258980157,0;0,-10.5601,-5.8127,9.187777084799755,-0.65186518,0.39770815,0.65186518,0.2016529926065662
LT00053,Aspirin,LT00053__R3P0,parent_microstate,0,,microstate,,canonical,CC(=O)Oc1ccccc1C(=O)O,0,0,,0.0,ok,,-39.639859693509,-0.024713767413,3.529219282626,114.901106,7.2623,2.1809,,0.141,-0.018,0.141,0.11,-0.008,0.11,0.122,-0.013,0.122,-4.7216,2.5407,5.0814,4.387276451371668,0.6186059796434051,0;0,-11.4186,-7.7712,2.1453752598558244,-0.48719078,0.41487749,0.48719078,0.2475132353821767
LT00053,Aspirin,LT00053__R3P1,parent_microstate,0,,microstate,,acidic_organelle,CC(=O)Oc1ccccc1C(=O)[O-],-1,0,,0.0,ok,,-39.465132619063,-0.112280547751,2.762370742466,114.728203,6.2401,1.6705,,0.154,-0.013,0.154,0.211,-0.005,0.211,0.125,-0.009,0.125,-3.9553,2.2848,4.569599999999999,3.4235815147934185,0.5272315532781865,0;0,-10.1131,-7.3508,4.209310453914811,-0.73544111,0.41522837,0.73544111,0.2713692193385293
LT01199,Atazanavir sulfate,LT01199__R3P0,parent_microstate,0,,microstate,,canonical,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,0,0,,0.0,ok,,-154.017739629968,-0.044373110151,2.796124136217,498.537869,5.6041,1.6819,,0.082,-0.013,0.082,0.092,-0.023,0.092,0.084,-0.018,0.084,-3.643,1.9611,3.9222,3.383674723369537,0.2774613273163021,0;0,-10.0345,-7.1474,2.3743516767338897,-0.53242803,0.40545667,0.53242803,0.163649134498468
LT01199,Atazanavir sulfate,LT01199__R3P1,parent_microstate,0,,microstate,,acidic_organelle,COC(=O)N[C@H](C(=O)[N-]N(Cc1ccc(-c2cccc[nH+]2)cc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,0,0,,0.0,ok,,-153.954526025174,-0.074043116845,0.868057602023,498.561496,4.9568,2.6742,,0.104,-0.011,0.104,0.157,-0.037,0.157,0.083,-0.023,0.083,-3.8155,1.1413000000000002,2.2826000000000004,6.3778324060282126,0.663294570226934,0;0,-8.8461,-8.33,11.883167861486395,-0.6771369,0.40871527,0.6771369,0.1724331740417921
LT01199,Atazanavir sulfate,LT01199__R3P2,parent_microstate,0,,microstate,,physiologic,COC(=O)N[C@H](C(=O)[N-]N(Cc1ccc(-c2ccccn2)cc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,-1,0,,0.0,ok,,-153.798634650373,-0.117760008467,1.796787437996,500.921406,4.9453,1.5759,,0.083,-0.014,0.083,0.148,-0.038,0.148,0.079,-0.026,0.079,-3.2606,1.6847,3.3694,3.155313218970736,0.2618909971745711,0;0,-8.8694,-7.0545,3.0994436635144296,-0.67914889,0.41699866,0.67914889,0.1747484234461727
LT00277,Atenolol,LT00277__R3P0,parent_microstate,0,,microstate,,canonical,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0,0,,0.0,ok,,-59.264344742279,-0.028237195943,3.488605119739,189.890004,5.5974,0.6225,,0.091,-0.021,0.091,0.138,-0.035,0.138,0.07,-0.02,0.07,-3.1099500000000004,2.48745,4.9749,1.944117269191341,0.176914671496412,0;0,-9.6922,-6.2036,1.8428273825719204,-0.53361075,0.35642684,0.53361075,0.1774895462037866
LT00277,Atenolol,LT00277__R3P1,parent_microstate,0,,microstate,,acidic_organelle,CC(C)[NH2+]CC(O)COc1ccc(CC(N)=O)cc1,1,0,,0.0,ok,,-59.448639520285,-0.114826978039,4.062946284928,187.451331,6.1011,0.6559,,0.094,-0.021,0.094,0.11,-0.022,0.11,0.102,-0.018,0.102,-3.3785,2.7226,5.4452,2.0962062458679203,0.1970433871115845,0;0,-10.3174,-6.2012,7.671496825954286,-0.53518367,0.35812438,0.53518367,0.1810325021466081
LT01139,Atomoxetine hydrochloride,LT01139__R3P0,parent_microstate,0,,microstate,,canonical,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,0,0,,0.0,ok,,-54.087735532436,-0.006578661322,3.543754091452,202.473203,5.5582,0.7199,,0.064,-0.02,0.064,0.156,-0.05,0.156,0.078,-0.025,0.078,-3.13905,2.41915,4.8383,2.036590311163012,0.1303417799144327,0;0,-9.6978,-6.1541,0.26320485032891,-0.29498687,0.15681267,0.29498687,0.0856294187422209
LT01139,Atomoxetine hydrochloride,LT01139__R3P1,parent_microstate,0,,microstate,,acidic_organelle,C[NH2+]CC[C@@H](Oc1ccccc1C)c1ccccc1,1,0,,0.0,ok,,-54.276863004442,-0.109461378453,3.959655425465,200.099188,6.0384,0.7517,,0.066,-0.019,0.066,0.114,-0.032,0.114,0.072,-0.025,0.072,-3.3950500000000003,2.64335,5.2867,2.180256966065788,0.143896959760342,0;0,-10.1769,-6.2173,7.633334089807942,-0.27761009,0.2879957,0.2879957,0.0996745264594486
LT00258,Atorvastatin calcium,LT00258__R3P0,parent_microstate,0,,microstate,,canonical,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,0,0,,0.0,ok,,-119.504475865212,-0.045668523477,3.090012806966,396.034641,5.6519,1.5569,,0.058,-0.009,0.058,0.052,-0.011,0.052,0.055,-0.01,0.055,-3.6044,2.0475000000000003,4.095000000000001,3.172576156288156,0.184009417064713,0;0,-9.9636,-6.698,2.102097930205331,-0.51628745,0.42098423,0.51628745,0.17081070746589
LT00258,Atorvastatin calcium,LT00258__R3P1,parent_microstate,0,,microstate,,acidic_organelle,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-],-1,0,,0.0,ok,,-119.314290431428,-0.121719068046,3.237158034147,397.669596,5.4358,1.4647,,0.069,-0.009,0.069,0.08,-0.011,0.08,0.05,-0.01,0.05,-3.45025,1.9855500000000004,3.9711000000000007,2.997714754727909,0.2068423180762257,0;0,-9.896,-6.702,10.555340701755348,-0.65291137,0.36517867,0.65291137,0.1790364345634277
LT01096,Atovaquone,LT01096__R3P0,parent_microstate,0,,microstate,,canonical,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,0,0,,0.0,ok,,-73.567141209005,-0.018666319314,1.322606372719,255.192377,6.1165,3.6858,,0.156,-0.011,0.156,0.119,-0.006,0.119,0.09,-0.006,0.09,-4.90115,1.2153500000000002,2.4307000000000003,9.882450044225942,1.541662206899247,0;0,-10.6194,-9.2707,2.522281458084667,-0.42666996,0.3905304,0.42666996,0.1428669573561496
LT01096,Atovaquone,LT01096__R3P1,parent_microstate,0,,microstate,,acidic_organelle,O=C1C([O-])=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,-1,0,,0.0,ok,,-73.360666294057,-0.096550624328,1.094349806716,256.806261,5.3921,2.759,,0.171,-0.011,0.171,0.137,-0.007,0.137,0.119,-0.005,0.119,-4.07555,1.31655,2.6331,6.30819482833922,1.0787013156460066,0;0,-9.4673,-8.383,4.4083861703070815,-0.58140134,0.20059667,0.58140134,0.1533757973815409
LT00917,Atracurium,LT00917__R3P0,parent_microstate,0,,microstate,,canonical,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,2,0,,0.0,ok,,-204.309862063931,-0.224894479922,3.36533288462,645.369727,5.343,1.3607,,0.066,-0.009,0.066,0.039,-0.013,0.039,0.033,-0.008,0.033,-3.35185,1.99115,3.9823,2.821208453029656,0.1861997578999573,0;0,-9.9919,-6.6267,7.889063765015402,-0.48071782,0.36649335,0.48071782,0.1300644608256747
LT00511,Atropine,LT00511__R3P0,parent_microstate,0,,microstate,,canonical,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,0,0,,0.0,ok,,-63.304003368212,-0.020471493204,2.636416680462,205.828093,5.549,1.0505,,0.139,-0.01,0.139,0.213,-0.063,0.213,0.107,-0.032,0.107,-3.2997500000000004,2.24925,4.4985,2.4204401606090924,0.3364411823246638,0;0,-9.3198,-6.6832,0.7719101888569828,-0.52026862,0.37189499,0.52026862,0.1496608159619739
LT00511,Atropine,LT00511__R3P1,parent_microstate,0,,microstate,,acidic_organelle,C[NH+]1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,1,0,,0.0,ok,,-63.491678168471,-0.103424023141,4.263127302128,203.004869,6.6323,0.9766,,0.141,-0.011,0.141,0.085,-0.02,0.085,0.112,-0.012,0.112,-3.80445,2.82785,5.6557,2.559159750782397,0.3608415248603179,0;0,-10.9125,-6.6494,6.853555295559961,-0.50673315,0.37119501,0.50673315,0.1546608879268323
LT02399,Axitinib,LT02399__R3P0,parent_microstate,0,,microstate,,canonical,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,0,0,,0.0,ok,,-75.270457376507,-0.024058784251,2.305040887027,286.216904,5.5253,2.3192,,0.078,-0.006,0.078,0.202,-0.011,0.202,0.128,-0.006,0.128,-3.92225,1.60305,3.2061,4.798367194566608,0.3742726411761954,0;0,-9.9667,-7.631,1.3274337294614986,-0.53315581,0.27757794,0.53315581,0.1269898499669419
LT01028,Azacitidine,LT01028__R3P0,parent_microstate,0,,microstate,,canonical,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,0,0,,0.0,ok,,-55.364918475212,-0.055010654026,3.062882036658,140.112268,6.5362,1.6948,,0.135,-0.016,0.135,0.115,-0.018,0.115,0.109,-0.015,0.109,-4.1155,2.4207,4.8414,3.4984385198496297,0.4722892001797,0;0,-10.6807,-7.6178,1.3892022817808392,-0.5280144,0.38422435,0.5280144,0.2842644528392137
LT00006,Azathioprine,LT00006__R3P0,parent_microstate,0,,microstate,,canonical,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,0,0,,0.0,ok,,-54.645410005032,-0.041704898962,1.63085117391,170.252346,6.4585,3.4586,,0.15,-0.022,0.15,0.263,-0.02,0.263,0.191,-0.021,0.191,-4.95855,1.49995,2.9999,8.196012567918931,1.2294018851878397,0;0,-10.7138,-9.0188,3.7242109315597354,-0.49312666,0.53262237,0.53262237,0.2236014376513649
LT00265,Azithromycin,LT00265__R3P0,parent_microstate,0,,microstate,,canonical,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,0,0,,0.0,ok,,-172.829971405378,-0.042500520624,2.15038750782,503.768454,5.3242,0.1758,,0.278,-0.033,0.278,0.141,-0.04,0.141,0.14,-0.02,0.14,-2.75,2.5742000000000003,5.1484000000000005,1.4689029601429568,0.408355022919742,0;0,-9.6239,-6.6265,2.359007896221442,-0.5144059,0.36424146,0.5144059,0.1699457000746396
LT00265,Azithromycin,LT00265__R3P1,parent_microstate,0,,microstate,,acidic_organelle,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@@H](O)[C@]1(C)O,2,0,,0.0,ok,,-173.219611423939,-0.25099588492,3.965805396359,497.839321,6.4119,0.3138,,0.293,-0.026,0.293,0.045,-0.015,0.045,0.15,-0.018,0.15,-3.36285,3.0490500000000003,6.0981000000000005,1.854472724701136,0.5433605083374329,0;0,-11.023,-6.7927,10.344068647007033,-0.50519412,0.36778401,0.50519412,0.1739554793514336
LT01110,Aztreonam,LT01110__R3P0,parent_microstate,0,,microstate,,canonical,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0,0,,0.0,ok,,-90.192285043073,-0.06555702172,2.178927562531,255.149451,6.0037,2.4892,,0.124,-0.012,0.124,0.249,-0.01,0.249,0.187,-0.011,0.187,-4.24645,1.7572500000000002,3.5145000000000004,5.130840120216248,0.6362241749068147,0;0,-10.2131,-7.948,0.6271278496626048,-0.68134731,1.57165599,1.57165599,0.3660132895341937
LT01110,Aztreonam,LT01110__R3P1,parent_microstate,0,,microstate,,acidic_organelle,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)[O-])c2csc(N)[nH+]2)C(=O)N1S(=O)(=O)[O-],-1,0,,0.0,ok,,-90.023494608171,-0.144076781081,1.759920264459,255.900768,5.8341,2.7009,,0.173,-0.01,0.173,0.15,-0.025,0.15,0.129,-0.016,0.129,-4.2675,1.5666000000000002,3.1332000000000004,5.812446141325163,1.0055531824492532,0;0,-10.002,-8.2053,3.372484270582088,-0.75255998,1.48616697,1.48616697,0.3710370559651312
LT01110,Aztreonam,LT01110__R3P2,parent_microstate,0,,microstate,,physiologic,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],-2,0,,0.0,ok,,-89.841934659141,-0.317622202553,2.100235613029,257.223292,5.5081,2.3109,,0.139,-0.01,0.139,0.157,-0.019,0.157,0.148,-0.015,0.148,-3.9095,1.5985999999999998,3.1972,4.780492383960967,0.6644884413705744,0;0,-9.868,-7.7825,12.208141264134648,-0.7935366,1.45110932,1.45110932,0.3739092388531805
LT01113,Baclofen,LT01113__R3P0,parent_microstate,0,,microstate,,canonical,NCC(CC(=O)O)c1ccc(Cl)cc1,0,0,,0.0,ok,,-43.152093524012,-0.021021493396,3.378964285459,141.470494,6.0296,0.9677,,0.104,-0.015,0.104,0.148,-0.038,0.148,0.097,-0.023,0.097,-3.49865,2.5309500000000003,5.0619000000000005,2.418173378079377,0.2514900313202552,0;0,-9.9977,-6.387,1.434840193048632,-0.49067322,0.4134762,0.49067322,0.2013671618627646
LT01113,Baclofen,LT01113__R3P1,parent_microstate,0,,microstate,,acidic_organelle,[NH3+]CC(CC(=O)[O-])c1ccc(Cl)cc1,0,0,,0.0,ok,,-43.164578086049,-0.077384572684,3.67802712221,141.097509,6.0117,0.7843,,0.099,-0.009,0.099,0.171,-0.011,0.171,0.114,-0.009,0.114,-3.398,2.6137,5.2274,2.2088235069059188,0.2186735271836859,0;0,-10.1042,-6.4262,5.873913924380608,-0.63623382,0.3664209,0.63623382,0.2267431405990316
LT00512,Balsalazide disodium,LT00512__R3P0,parent_microstate,0,,microstate,,canonical,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,0,0,,0.0,ok,,-77.225041740623,-0.044838826709,1.361009763888,229.70175,5.5867,3.0673,,0.122,-0.005,0.122,0.156,-0.006,0.156,0.139,-0.005,0.139,-4.327,1.2597000000000005,2.5194000000000005,7.431503135667221,0.9066433825514008,0;0,-9.416,-8.6019,1.918365994325509,-0.52762842,0.42306163,0.52762842,0.2404853291017321
LT00512,Balsalazide disodium,LT00512__R3P1,parent_microstate,0,,microstate,,acidic_organelle,O=C([O-])CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)[O-])c2)cc1,-2,0,,0.0,ok,,-76.838523253121,-0.250838848747,1.328193863358,232.152512,5.1282,2.883,,0.128,-0.005,0.128,0.11,-0.008,0.11,0.119,-0.007,0.119,-4.005599999999999,1.1225999999999998,2.2452,7.146281560662747,0.9147240397648316,0;0,-9.2296,-8.4027,5.625659424294596,-0.65151979,0.36635085,0.65151979,0.2645007093334603
LT01116,Benazepril hydrochloride,LT01116__R3P0,parent_microstate,0,,microstate,,canonical,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,0,0,,0.0,ok,,-91.916206565756,-0.03481453265,3.066562488377,297.126316,5.8653,1.4462,,0.086,-0.017,0.086,0.094,-0.013,0.094,0.06,-0.013,0.06,-3.65575,2.20955,4.4191,3.024260157611278,0.2600863735545699,0;0,-10.167,-6.7865,1.91207111001271,-0.52676076,0.42463359,0.52676076,0.1729021892004605
LT01116,Benazepril hydrochloride,LT01116__R3P1,parent_microstate,0,,microstate,,acidic_organelle,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@H]1CCc2ccccc2N(CC(=O)[O-])C1=O,0,0,,0.0,ok,,-91.898237184493,-0.055827929249,2.836924613785,296.281197,5.9244,1.6487,,0.097,-0.014,0.097,0.114,-0.008,0.114,0.09,-0.008,0.09,-3.78655,2.1378500000000003,4.2757000000000005,3.3533598948710157,0.3252759098024885,0;0,-10.2246,-7.0314,7.679758861614834,-0.6160777,0.36850307,0.6160777,0.182072121467695
LT00659,Bendamustine hydrochloride,LT00659__R3P0,parent_microstate,0,,microstate,,canonical,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,0,0,,0.0,ok,,-71.057516940361,-0.02916481023,2.605375713358,233.557577,4.9992,0.8999,,0.111,-0.024,0.111,0.153,-0.035,0.153,0.093,-0.025,0.093,-2.94955,2.04965,4.0993,2.1222758037957696,0.2355726142213304,0;0,-9.2014,-6.3939,2.010822107669745,-0.49083565,0.40710467,0.49083565,0.1623556621453846
LT00659,Bendamustine hydrochloride,LT00659__R3P1,parent_microstate,0,,microstate,,acidic_organelle,Cn1c(CCCC(=O)[O-])[nH+]c2cc(N(CCCl)CCCl)ccc21,0,0,,0.0,ok,,-71.054260475999,-0.063099265401,2.629131226136,232.973443,5.3528,1.3973,,0.088,-0.033,0.088,0.122,-0.028,0.122,0.084,-0.024,0.084,-3.37505,1.97775,3.9555,2.879778157628618,0.2534204778713184,0;0,-9.6906,-6.9871,8.400523115430325,-0.64411194,0.36310785,0.64411194,0.1755883505594014
LT00659,Bendamustine hydrochloride,LT00659__R3P2,parent_microstate,0,,microstate,,physiologic,Cn1c(CCCC(=O)[O-])nc2cc(N(CCCl)CCCl)ccc21,-1,0,,0.0,ok,,-70.856549789978,-0.116995459971,2.896771875008,235.179761,4.9005,0.5594,,0.088,-0.03,0.088,0.123,-0.028,0.123,0.085,-0.025,0.085,-2.72995,2.17055,4.3411,1.7167600383543344,0.1510748833751814,0;0,-9.198,-6.1588,11.258794023710642,-0.66764175,0.36298809,0.66764175,0.1788726805805095
LT01117,Bendazac,LT01117__R3P0,parent_microstate,0,,microstate,,canonical,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,0,0,,0.0,ok,,-59.460572632597,-0.023423361204,2.843989424066,198.435243,5.7371,1.3847,,0.087,-0.018,0.087,0.098,-0.021,0.098,0.068,-0.019,0.068,-3.5609,2.1762,4.352399999999999,2.913337195570261,0.2534603360146127,0;0,-9.9143,-6.7716,1.2097980788660665,-0.46460613,0.43333061,0.46460613,0.1686814046053801
LT01117,Bendazac,LT01117__R3P1,parent_microstate,0,,microstate,,acidic_organelle,O=C([O-])COc1[nH+]n(Cc2ccccc2)c2ccccc12,0,0,,0.0,ok,,-59.464927710907,-0.04780012541,2.775672779523,197.82255,6.0878,2.1027,,0.076,-0.019,0.076,0.101,-0.014,0.101,0.073,-0.017,0.073,-4.09525,1.99255,3.9851,4.208444596747886,0.3198417893528393,0;0,-10.4595,-7.6838,6.375537518056782,-0.58828022,0.36310958,0.58828022,0.1764742462114436
LT01117,Bendazac,LT01117__R3P2,parent_microstate,0,,microstate,,physiologic,O=C([O-])COc1nn(Cc2ccccc2)c2ccccc12,-1,0,,0.0,ok,,-59.262983228771,-0.124863904499,2.792545940646,199.629172,5.2429,1.1251,,0.079,-0.021,0.079,0.103,-0.019,0.103,0.072,-0.02,0.072,-3.184,2.0589,4.1178,2.461959298654621,0.194494784593715,0;0,-9.5257,-6.6183,10.242563637463146,-0.64309656,0.36355014,0.64309656,0.1886898318376259
LT00825,Bendroflumethiazide,LT00825__R3P0,parent_microstate,0,,microstate,,canonical,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,0,0,,0.0,ok,,-85.023426250026,-0.066435976573,2.801756698042,251.322596,6.5412,2.325,,0.11,-0.012,0.11,0.066,-0.005,0.066,0.062,-0.007,0.062,-4.4331,2.1081,4.2162,4.661158296570371,0.5127274126227408,0;0,-10.8494,-8.0476,5.100036584175876,-0.65248698,1.17640216,1.17640216,0.3695814773316956
LT00825,Bendroflumethiazide,LT00825__R3P1,parent_microstate,0,,microstate,,acidic_organelle,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)[NH2+]C(Cc1ccccc1)NS2(=O)=O,1,0,,0.0,ok,,-85.147201334535,-0.154529329017,2.12022610509,250.042604,6.9835,3.2392,,0.093,-0.006,0.093,0.071,-0.008,0.071,0.052,-0.007,0.052,-5.11135,1.87215,3.7443,6.977512171166839,0.648908631918516,0;0,-11.0929,-8.9727,4.051544915825285,-0.64465437,1.21301227,1.21301227,0.3698574999996815
LT00513,Benoxaprofen,LT00513__R3P0,parent_microstate,0,,microstate,,canonical,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,0,0,,0.0,ok,,-60.103976055679,-0.022141457787,2.876306849833,200.600982,6.3065,2.2833,,0.096,-0.006,0.096,0.149,-0.009,0.149,0.108,-0.007,0.108,-4.2949,2.0116,4.023199999999999,4.584948799463115,0.440155084748459,0;0,-10.6619,-7.7124,1.4021854806759873,-0.48055846,0.41838927,0.48055846,0.1801008573457446
LT00513,Benoxaprofen,LT00513__R3P1,parent_microstate,0,,microstate,,acidic_organelle,CC(C(=O)[O-])c1ccc2oc(-c3ccc(Cl)cc3)[nH+]c2c1,0,0,,0.0,ok,,-60.090883395063,-0.086989550331,1.094007327888,200.668361,5.7265,3.2316,,0.082,-0.007,0.082,0.184,-0.031,0.184,0.098,-0.019,0.098,-4.47905,1.24745,2.4949,8.041159526433924,0.6593750811675818,0;0,-9.7687,-8.6746,10.013193790315531,-0.63528975,0.37783949,0.63528975,0.1929882701188134
LT00513,Benoxaprofen,LT00513__R3P2,parent_microstate,0,,microstate,,physiologic,CC(C(=O)[O-])c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,-1,0,,0.0,ok,,-59.909789881577,-0.113688824415,1.83890455488,202.039668,5.5065,2.2314,,0.098,-0.005,0.098,0.167,-0.026,0.167,0.087,-0.016,0.087,-3.86895,1.63755,3.2751,4.570478489969772,0.4479068920170376,0;0,-9.5671,-7.6603,9.058338526117826,-0.65601094,0.37034413,0.65601094,0.1995330054317263
LT01120,Benzarone,LT01120__R3P0,parent_microstate,0,,microstate,,canonical,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,0,0,,0.0,ok,,-55.756158154802,-0.018267886383,2.810262583132,193.036429,6.1975,2.1456,,0.155,-0.01,0.155,0.065,-0.006,0.065,0.11,-0.008,0.11,-4.17155,2.02595,4.0519,4.294733187516967,0.6656836440651299,0;0,-10.5444,-7.7341,1.3360891953915972,-0.46806496,0.38345725,0.46806496,0.1528769783205772
LT00278,Benzbromarone,LT00278__R3P0,parent_microstate,0,,microstate,,canonical,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,0,0,,0.0,ok,,-62.90969994714,-0.01376968743,2.543847254707,231.051388,6.52,2.6922,,0.163,-0.011,0.163,0.096,-0.006,0.096,0.113,-0.008,0.113,-4.6061,1.9139,3.8278,5.54265040231987,0.9034520155781388,0;0,-10.8204,-8.2765,1.3124833792186008,-0.44168109,0.37727239,0.44168109,0.1496146474248565
LT01121,Benziodarone,LT01121__R3P0,parent_microstate,0,,microstate,,canonical,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,0,0,,0.0,ok,,-62.368093899697,-0.015870925125,2.53677542151,254.305383,6.4894,2.6736,,0.164,-0.011,0.164,0.112,-0.008,0.112,0.113,-0.009,0.113,-4.5815,1.9079,3.8158,5.500849690759474,0.9021393492845536,0;0,-10.8141,-8.2773,1.1653404584069231,-0.44663167,0.36706034,0.44663167,0.1463075383299268
LT00800,Benzonatate,LT00800__R3P0,parent_microstate,0,,microstate,,canonical,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,0,0,,0.0,ok,,-138.922169148847,-0.038346237867,2.625522470198,406.350942,5.6777,1.595,,0.16,-0.021,0.16,0.095,-0.014,0.095,0.102,-0.014,0.102,-3.63635,2.04135,4.0827,3.238798178288877,0.5182077085262203,0;0,-9.8794,-7.2538,5.036694310778335,-0.52072381,0.34417665,0.52072381,0.1407617926235453
