LTKBID,CompoundName,SeverityClass,LabelSection,vDILI-Concern,Comment,compound_name,smiles,molecule_chembl_id,CAS_number,mw,alogp,prodrug,livertox_score,DILI_label,DILI_label_binary,livertox_mechanism_summary,v2_class,primary_label,name_norm,structure_source,resolved_smiles,pubchem_cid,pubchem_inchikey,parse_ok,standardized_smiles,inchikey,scaffold_smiles,fragment_count,largest_fragment_fraction,formal_charge,mol_wt,heavy_atoms,carbon_atoms,metal_atoms,tpsa,clogp,hbd,hba,rot_bonds,ring_count,fraction_csp3,eligible,exclusion_reasons,v1_label_raw,v1_class,dilimap_validation,dilimap_total_cmax_uM,structure_source_round03,structure_source_round03b
LT01281,Ceftizoxime sodium,4,Adverse reactions,Ambiguous-DILI-concern,Unchanged,Ceftizoxime,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,CHEMBL528,68401-81-0,383.41,-0.56,0.0,E*,No DILI,No DILI,,ambiguous,,ceftizoxime sodium,DILImap_metadata,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,,,True,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,NNULBSISHYWZJU-LLKWHZGFSA-N,N=C(C(=O)NC1C(=O)N2C=CCSC12)c1cscn1,1.0,1.0,0.0,383.41100000000006,25.0,13.0,0.0,147.20999999999998,-0.5557999999999992,3.0,9.0,5.0,3.0,0.3076923076923077,True,,Ambiguous DILI-concern,ambiguous,False,,,
LT01185,Ceftriaxone sodium,4,Adverse reactions,vLess-DILI-concern,Unchanged,Ceftriaxone,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,CHEMBL161,74578-69-1,554.59,-1.2,0.0,B,DILI (likely),DILI,"Hepatitis, Cholestasis/Biliary, Immune-mediated, Hypersensitivity",less,,ceftriaxone sodium,DILImap_metadata,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,,,True,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,VAAUVRVFOQPIGI-SPQHTLEESA-N,N=C(C(=O)NC1C(=O)N2C=C(CSc3nc(=O)cn[nH]3)CSC12)c1cscn1,1.0,1.0,0.0,554.592,36.0,18.0,0.0,215.22000000000003,-1.198999999999999,4.0,14.0,8.0,4.0,0.3333333333333333,True,,Less-DILI-Concern,less,False,,,
LT01186,Cefuroxime sodium,5,Adverse reactions,vLess-DILI-concern,Unchanged,Cefuroxime,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,CHEMBL1436,56238-63-2,424.39,-0.54,0.0,C,DILI (few cases),,Cholestasis/Biliary (manual annotation),less,,cefuroxime sodium,DILImap_metadata,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,,,True,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,JFPVXVDWJQMJEE-IZRZKJBUSA-N,N=C(C(=O)NC1C(=O)N2C=CCSC12)c1ccco1,1.0,1.0,0.0,424.39100000000013,29.0,16.0,0.0,173.76,-0.5359999999999987,3.0,9.0,7.0,3.0,0.3125,True,,Less-DILI-Concern,less,False,,,
LT00252,Celecoxib,3,Warnings & precautions,vLess-DILI-concern,Unchanged,Celecoxib,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,169590-42-5,381.38,3.51,0.0,B,DILI (likely),DILI,"Hepatitis, Cholestasis/Biliary, Immune-mediated, Hypersensitivity",less,,celecoxib,DILImap_metadata,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,,,True,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,RZEKVGVHFLEQIL-UHFFFAOYSA-N,c1ccc(-c2ccnn2-c2ccccc2)cc1,1.0,1.0,0.0,381.3790000000001,26.0,17.0,0.0,77.98,3.5139200000000006,1.0,3.0,3.0,3.0,0.11764705882352941,True,,Less-DILI-Concern,less,False,2.5,,
LT03650,Cenobamate,3,Adverse reactions,Ambiguous-DILI-concern,New,,,,,,,,,,,,ambiguous,,cenobamate,,C1=CC=C(C(=C1)[C@H](CN2N=CN=N2)OC(=O)N)Cl,11962412.0,GFHAXPJGXSQLPT-VIFPVBQESA-N,True,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,GFHAXPJGXSQLPT-VIFPVBQESA-N,c1ccc(CCn2ncnn2)cc1,1.0,1.0,0.0,267.676,18.0,10.0,0.0,95.92,1.1630999999999996,1.0,5.0,4.0,2.0,0.2,True,,,other,False,,,PubChem_name_property
LT01189,Cephalexin,4,Adverse reactions,vLess-DILI-concern,Unchanged,Cephalexin,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,CHEMBL1727,15686-71-2,347.4,0.44,0.0,C,DILI (few cases),,,less,,cephalexin,DILImap_metadata,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,,,True,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,O=C(Cc1ccccc1)NC1C(=O)N2C=CCSC12,1.0,1.0,0.0,347.3960000000001,24.0,16.0,0.0,112.73,0.4449000000000012,3.0,5.0,4.0,3.0,0.3125,True,,Less-DILI-Concern,less,False,,,
LT01279,Cephradine,4,Adverse reactions,Ambiguous-DILI-concern,Unchanged,Cephradine,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,CHEMBL1604,38821-53-3,349.41,0.35,0.0,E*,No DILI,No DILI,,ambiguous,,cephradine,DILImap_metadata,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,,,True,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,RDLPVSKMFDYCOR-UEKVPHQBSA-N,O=C(CC1=CCC=CC1)NC1C(=O)N2C=CCSC12,1.0,1.0,0.0,349.4120000000001,24.0,16.0,0.0,112.73,0.34860000000000113,3.0,5.0,4.0,3.0,0.4375,True,,Ambiguous DILI-concern,ambiguous,False,,,
LT03596,Ceritinib,4,Warnings & precautions,vMost-DILI-concern,New,,,,,,,,,,,,most,1.0,ceritinib,,CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl,57379345.0,VERWOWGGCGHDQE-UHFFFAOYSA-N,True,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,VERWOWGGCGHDQE-UHFFFAOYSA-N,c1ccc(Nc2ccnc(Nc3ccc(C4CCNCC4)cc3)n2)cc1,1.0,1.0,0.0,558.1480000000001,38.0,28.0,0.0,105.23999999999998,6.361920000000006,3.0,8.0,9.0,4.0,0.42857142857142855,True,,,other,False,,,PubChem_name_property
LT01412,Certolizumab pegol,4,Adverse reactions,vLess-DILI-concern,Revised,Certolizumab pegol,,CHEMBL1201831,,,,0.0,,,,,less,,certolizumab pegol,,,,,False,,,,,,,,,,,,,,,,,,False,missing_structure,Ambiguous DILI-concern,ambiguous,False,,,
LT01190,Cetirizine hydrochloride,3,Adverse reactions,vLess-DILI-concern,Unchanged,Cetirizine,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CHEMBL1000,83881-52-1,388.9,3.15,0.0,C,DILI (few cases),,,less,,cetirizine hydrochloride,DILImap_metadata,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,,,True,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,ZKLPARSLTMPFCP-UHFFFAOYSA-N,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,1.0,1.0,0.0,388.8950000000002,27.0,21.0,0.0,53.010000000000005,3.148200000000002,1.0,4.0,8.0,3.0,0.38095238095238093,True,,Less-DILI-Concern,less,False,,,
LT00484,Cetrorelix acetate,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,Cetrorelix,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,CHEMBL1200490,130143-01-0,1431.06,,0.0,,,,,ambiguous,,cetrorelix acetate,DILImap_metadata,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,,,True,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,SBNPWPIBESPSIF-MHWMIDJBSA-N,O=C(CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(Cc1cccnc1)NC(=O)C(Cc1ccccc1)NC(=O)CCc1ccc2ccccc2c1)NCC(=O)N1CCCC1,1.0,1.0,0.0,1431.0640000000003,102.0,70.0,0.0,495.66999999999985,-0.506130000000012,17.0,16.0,38.0,6.0,0.42857142857142855,False,mw_above_1000;heavy_atoms_above_80,Ambiguous DILI-concern,ambiguous,False,,,
LT01389,Cetuximab,0,No match,vNo-DILI-concern,Unchanged,Cetuximab,,CHEMBL1201577,,,,0.0,E,No DILI,No DILI,,no,0.0,cetuximab,,,,,False,,,,,,,,,,,,,,,,,,False,missing_structure,No-DILI-Concern,no,False,,,
LT01048,Cevimeline hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,Cevimeline,CC1OC2(CS1)CN1CCC2CC1,CHEMBL168815,153504-70-2,199.32,1.56,0.0,E,No DILI,No DILI,,ambiguous,,cevimeline hydrochloride,DILImap_metadata,CC1OC2(CS1)CN1CCC2CC1,,,True,CC1OC2(CS1)CN1CCC2CC1,WUTYZMFRCNBCHQ-UHFFFAOYSA-N,C1OC2(CS1)CN1CCC2CC1,1.0,1.0,0.0,199.31899999999993,13.0,10.0,0.0,12.47,1.5602,0.0,3.0,0.0,4.0,1.0,True,,Ambiguous DILI-concern,ambiguous,False,,,
LT00065,Chenodiol,8,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,Chenodiol,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL240597,474-25-9,392.58,4.48,0.0,E*,No DILI,No DILI,,ambiguous,,chenodiol,DILImap_metadata,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,,True,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,RUDATBOHQWOJDD-BSWAIDMHSA-N,C1CCC2C(C1)CCC1C3CCCC3CCC21,1.0,1.0,0.0,392.5800000000002,28.0,24.0,0.0,77.76,4.477900000000004,3.0,3.0,4.0,4.0,0.9583333333333334,True,,Ambiguous DILI-concern,ambiguous,False,,,
LT00286,Chlorambucil,3,Warnings & precautions,vLess-DILI-concern,Unchanged,Chlorambucil,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,CHEMBL515,305-03-3,304.22,3.38,0.0,D,DILI (few cases),,"Hepatitis, Necrosis, Cholestasis/Biliary, Sinusoidal, Fibrosis, Hypersensitivity, idiosyncratic",less,,chlorambucil,DILImap_metadata,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,,,True,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,JCKYGMPEJWAADB-UHFFFAOYSA-N,c1ccccc1,1.0,1.0,0.0,304.217,19.0,14.0,0.0,40.54,3.377900000000002,1.0,2.0,9.0,1.0,0.5,True,,Less-DILI-Concern,less,False,,,
LT01196,Chloramphenicol,0,No match,vNo-DILI-concern,Unchanged,Chloramphenicol,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,CHEMBL130,56-75-7,323.13,0.91,0.0,B,DILI (likely),DILI,"Hepatitis, Mitochondrial dysfunction, Cholestasis/Biliary, Immune-mediated, Hypersensitivity",no,0.0,chloramphenicol,DILImap_metadata,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,,,True,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,WIIZWVCIJKGZOK-RKDXNWHRSA-N,c1ccccc1,1.0,1.0,0.0,323.13199999999995,20.0,11.0,0.0,112.70000000000002,0.9089999999999998,3.0,5.0,6.0,1.0,0.36363636363636365,True,,No-DILI-Concern,no,False,28.935486182032,,
LT00066,Chlorcyclizine hydrochloride,0,No match,vLess-DILI-concern,Unchanged,Chlorcyclizine,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CHEMBL22150,,300.83,3.68,0.0,,,,,less,,chlorcyclizine hydrochloride,DILImap_metadata,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,,,True,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,WFNAKBGANONZEQ-UHFFFAOYSA-N,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,1.0,1.0,0.0,300.8330000000001,21.0,18.0,0.0,6.48,3.6768000000000027,0.0,2.0,3.0,3.0,0.3333333333333333,True,,Less-DILI-Concern,less,False,,,
LT01198,Chlordiazepoxide hydrochloride,5,Adverse reactions,vLess-DILI-concern,Unchanged,Chlordiazepoxide,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,CHEMBL451,,299.76,2.95,0.0,D,DILI (few cases),,Cholestasis/Biliary,less,,chlordiazepoxide hydrochloride,DILImap_metadata,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,,,True,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,ANTSCNMPPGJYLG-UHFFFAOYSA-N,C1=Nc2ccccc2C(c2ccccc2)=[NH+]C1,1.0,1.0,0.0,299.761,21.0,16.0,0.0,50.459999999999994,2.950700000000001,1.0,3.0,1.0,3.0,0.125,True,,Less-DILI-Concern,less,False,,,
LT01201,Chlormezanone,8,Withdrawn,vMost-DILI-concern,Unchanged,Chlormezanone,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,CHEMBL1200714,80-77-3,273.74,1.62,0.0,,DILI (withdrawn),DILI,,most,1.0,chlormezanone,DILImap_metadata,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,,,True,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,WEQAYVWKMWHEJO-UHFFFAOYSA-N,O=C1CCS(=O)(=O)C(c2ccccc2)N1,1.0,1.0,0.0,273.741,17.0,11.0,0.0,54.45,1.6155000000000002,0.0,3.0,1.0,2.0,0.36363636363636365,True,,Most-DILI-Concern,most,True,16.8774521631875,,
LT01207,Chloroquine phosphate,3,Adverse reactions,vLess-DILI-concern,Unchanged,Chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CHEMBL76,54-05-7,319.88,4.81,0.0,D,DILI (few cases),,Hypersensitivity,less,,chloroquine phosphate,DILImap_metadata,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,,,True,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,WHTVZRBIWZFKQO-UHFFFAOYSA-N,c1ccc2ncccc2c1,1.0,1.0,0.0,319.88000000000005,22.0,18.0,0.0,28.16,4.810600000000004,1.0,3.0,8.0,2.0,0.5,True,,Less-DILI-Concern,less,False,,,
LT01208,Chlorothiazide,2,Adverse reactions,vLess-DILI-concern,Unchanged,Chlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,CHEMBL842,58-94-6,295.73,-0.06,0.0,D,DILI (few cases),,,less,,chlorothiazide,DILImap_metadata,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,,,True,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,JBMKAUGHUNFTOL-UHFFFAOYSA-N,O=S1(=O)NC=Nc2ccccc21,1.0,1.0,0.0,295.72900000000004,17.0,7.0,0.0,118.69,-0.0608999999999999,2.0,5.0,1.0,2.0,0.0,True,,Less-DILI-Concern,less,False,,,
LT00009,Chlorpheniramine maleate,0,No match,vNo-DILI-concern,Unchanged,Chlorpheniramine,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,CHEMBL505,113-92-8,274.8,3.82,0.0,E,No DILI,No DILI,,no,0.0,chlorpheniramine maleate,DILImap_metadata,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,,,True,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,SOYKEARSMXGVTM-UHFFFAOYSA-N,c1ccc(Cc2ccccn2)cc1,1.0,1.0,0.0,274.795,19.0,16.0,0.0,16.130000000000003,3.8186000000000027,0.0,2.0,5.0,2.0,0.3125,True,,No-DILI-Concern,no,False,,,
LT00068,Chlorpromazine hydrochloride,2,Adverse reactions,vLess-DILI-concern,Unchanged,Chlorpromazine,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,CHEMBL71,69-09-0,318.87,4.89,0.0,A,DILI (likely),DILI,"Cholestasis/Biliary, Steatosis, Immune-mediated, Hypersensitivity",less,,chlorpromazine hydrochloride,DILImap_metadata,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,,,True,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,c1ccc2c(c1)Nc1ccccc1S2,1.0,1.0,0.0,318.8730000000001,21.0,17.0,0.0,6.48,4.894400000000004,0.0,3.0,4.0,3.0,0.29411764705882354,True,,Less-DILI-Concern,less,False,,,
LT00379,Chlorpropamide,2,Adverse reactions,vLess-DILI-concern,Unchanged,Chlorpropamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,CHEMBL498,94-20-2,276.75,1.74,0.0,B,DILI (likely),DILI,,less,,chlorpropamide,DILImap_metadata,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,,,True,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,RKWGIWYCVPQPMF-UHFFFAOYSA-N,c1ccccc1,1.0,1.0,0.0,276.745,17.0,10.0,0.0,75.27000000000001,1.7379,2.0,3.0,4.0,1.0,0.3,True,,Less-DILI-Concern,less,False,325.19,,
LT01213,Chlorthalidone,2,Adverse reactions,Ambiguous-DILI-concern,Unchanged,Chlorthalidone,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,CHEMBL1055,77-36-1,338.77,0.92,0.0,E*,No DILI,No DILI,,ambiguous,,chlorthalidone,DILImap_metadata,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,,,True,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,JIVPVXMEBJLZRO-UHFFFAOYSA-N,O=C1NC(c2ccccc2)c2ccccc21,1.0,1.0,0.0,338.77200000000005,22.0,14.0,0.0,109.49000000000001,0.9242000000000001,3.0,4.0,2.0,3.0,0.07142857142857142,True,,Ambiguous DILI-concern,ambiguous,False,,,
LT00067,Chlorzoxazone,8,Warnings & precautions,vMost-DILI-concern,Unchanged,Chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1,CHEMBL1371,95-25-0,169.57,1.77,0.0,B,DILI (likely),DILI,"Cholestasis/Biliary, Hypersensitivity",most,1.0,chlorzoxazone,DILImap_metadata,O=c1[nH]c2cc(Cl)ccc2o1,,,True,O=c1[nH]c2cc(Cl)ccc2o1,TZFWDZFKRBELIQ-UHFFFAOYSA-N,O=c1[nH]c2ccccc2o1,1.0,1.0,0.0,169.56699999999998,11.0,7.0,0.0,46.0,1.7745,1.0,2.0,0.0,2.0,0.0,True,,Most-DILI-Concern,most,False,42.1654773839712,,
LT00328,Cholestyramine,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,Cholestyramine,,CHEMBL1201625,,,,0.0,E,No DILI,No DILI,,ambiguous,,cholestyramine,,,,,False,,,,,,,,,,,,,,,,,,False,missing_structure,Ambiguous DILI-concern,ambiguous,False,,,
LT00529,Cholic acid,3,Warnings & precautions,Ambiguous-DILI-concern,New,,,,,,,,,,,,ambiguous,,cholic acid,,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,221493.0,BHQCQFFYRZLCQQ-OELDTZBJSA-N,True,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,BHQCQFFYRZLCQQ-OELDTZBJSA-N,C1CCC2C(C1)CCC1C3CCCC3CCC21,1.0,1.0,0.0,408.5790000000002,29.0,24.0,0.0,97.99000000000001,3.448700000000003,4.0,4.0,4.0,4.0,0.9583333333333334,True,,,other,False,,,PubChem_name_property
LT03899,Choline c-11,0,No match,vNo-DILI-concern,New,,,,,,,,,,,,no,0.0,choline c 11,,C[N+](C)([11CH3])CCO,449688.0,OEYIOHPDSNJKLS-BJUDXGSMSA-N,True,C[N+](C)([11CH3])CCO,OEYIOHPDSNJKLS-BJUDXGSMSA-N,,1.0,1.0,1.0,103.1734336,7.0,5.0,0.0,20.23,-0.3150999999999999,1.0,1.0,2.0,0.0,1.0,True,,,other,False,,,PubChem_name_property
LT01082,Choriogonadotropin alfa,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,Choriogonadotropin alfa,,CHEMBL1201464,,,,0.0,,,,,ambiguous,,choriogonadotropin alfa,,,,,False,,,,,,,,,,,,,,,,,,False,missing_structure,Ambiguous DILI-concern,ambiguous,False,,,
LT01216,Cidofovir,5,Adverse reactions,Ambiguous-DILI-concern,Unchanged,Cidofovir,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,CHEMBL152,113852-37-2,279.19,-1.66,1.0,E,No DILI,No DILI,,ambiguous,,cidofovir,DILImap_metadata,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,,,True,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,VWFCHDSQECPREK-LURJTMIESA-N,O=c1nccc[nH]1,1.0,1.0,0.0,279.18899999999996,18.0,8.0,0.0,147.89999999999998,-1.6618000000000002,4.0,6.0,6.0,1.0,0.5,True,,Ambiguous DILI-concern,ambiguous,False,,,
LT01025,Cilostazol,5,Adverse reactions,Ambiguous-DILI-concern,Unchanged,Cilostazol,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,CHEMBL799,73963-72-1,369.47,3.46,0.0,E,No DILI,No DILI,,ambiguous,,cilostazol,DILImap_metadata,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,,,True,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,RRGUKTPIGVIEKM-UHFFFAOYSA-N,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,1.0,1.0,0.0,369.4690000000002,27.0,20.0,0.0,81.93,3.4647000000000014,1.0,5.0,7.0,4.0,0.6,True,,Ambiguous DILI-concern,ambiguous,False,,,
LT01218,Cimetidine,2,Adverse reactions,vLess-DILI-concern,Unchanged,Cimetidine,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,CHEMBL30,51481-61-9,252.35,0.6,0.0,B,DILI (likely),DILI,"Necrosis, CYP, Cholestasis/Biliary, Immune-mediated, Hypersensitivity",less,,cimetidine,DILImap_metadata,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,,,True,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,AQIXAKUUQRKLND-UHFFFAOYSA-N,c1c[nH]cn1,1.0,1.0,0.0,252.347,17.0,10.0,0.0,88.88999999999999,0.5974,3.0,4.0,5.0,1.0,0.5,True,,Less-DILI-Concern,less,False,6.44,,
LT01209,Cinacalcet hydrochloride,0,No match,vNo-DILI-concern,Unchanged,Cinacalcet,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,CHEMBL1201284,364782-34-3,357.42,6.14,0.0,,No DILI,No DILI,,no,0.0,cinacalcet hydrochloride,DILImap_metadata,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,,,True,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,VDHAWDNDOKGFTD-MRXNPFEDSA-N,c1ccc(CCCNCc2cccc3ccccc23)cc1,1.0,1.0,0.0,357.41900000000004,26.0,22.0,0.0,12.03,6.142000000000005,1.0,1.0,6.0,3.0,0.2727272727272727,True,,No-DILI-Concern,no,False,,,
LT01219,Cinchophen,8,Withdrawn,vMost-DILI-concern,Unchanged,Cinchophen,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,CHEMBL348000,132-60-5,249.27,3.6,0.0,,DILI (withdrawn),DILI,,most,1.0,cinchophen,DILImap_metadata,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,,,True,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,YTRMTPPVNRALON-UHFFFAOYSA-N,c1ccc(-c2ccc3ccccc3n2)cc1,1.0,1.0,0.0,249.269,19.0,16.0,0.0,50.19,3.6000000000000014,1.0,2.0,2.0,3.0,0.0,True,,Most-DILI-Concern,most,False,,,
